categoryKey	familyId	effectType	familyParameters	familyStringArrayValues	sampleId	sampleLabel	sampleDescription	sampleValue	sampleParameters	sampleStatScale	sampleEffects	magnitude	selection	expectedEffectSummary	expectedStatusEffectId	expectedNotes	expectedStatus
status	spellAccess.mage.forget	spellAccess	action=forget		1375	[忘却] 魔法使い魔法Lv1	魔法使い魔法Lv1を忘却する。				spellAccess{spellId=0}		idMin	effectType=spellAccess;param.action=forget;param.spellId=0		spellAccess	standard
status	spellAccess.mage.forget	spellAccess	action=forget		1381	[忘却] 魔法使い魔法Lv7	魔法使い魔法Lv7を忘却する。				spellAccess{spellId=6}		idMax	effectType=spellAccess;param.action=forget;param.spellId=6		spellAccess	standard
status	spellAccess.priest.learn	spellAccess	action=learn		1382	[習得] 僧侶魔法Lv1	僧侶魔法Lv1を習得する。				spellAccess{spellId=7}		idMin	effectType=spellAccess;param.action=learn;param.spellId=7		spellAccess	standard
status	spellAccess.priest.learn	spellAccess	action=learn		1388	[習得] 僧侶魔法Lv7	僧侶魔法Lv7を習得する。				spellAccess{spellId=13}		idMax	effectType=spellAccess;param.action=learn;param.spellId=13		spellAccess	standard
status	spellAccess.priest.forget	spellAccess	action=forget		1389	[忘却] 僧侶魔法Lv1	僧侶魔法Lv1を忘却する。				spellAccess{spellId=7}		idMin	effectType=spellAccess;param.action=forget;param.spellId=7		spellAccess	standard
status	spellAccess.priest.forget	spellAccess	action=forget		1395	[忘却] 僧侶魔法Lv7	僧侶魔法Lv7を忘却する。				spellAccess{spellId=13}		idMax	effectType=spellAccess;param.action=forget;param.spellId=13		spellAccess	standard
status	actionOrderMultiplier.general	actionOrderMultiplier			1398	[×0.8] 行動順倍率	行動順が0.8倍になる（小さいほど遅くなる）。	multiplier=0.8				0.2	min	effectType=actionOrderMultiplier;value.multiplier=0.8			auto
status	actionOrderMultiplier.general	actionOrderMultiplier			1401	[×2.0] 行動順倍率	行動順が2.0倍になる（小さいほど遅くなる）。	multiplier=2				1	max	effectType=actionOrderMultiplier;value.multiplier=2			auto
status	martialBonusPercent.martial	martialBonusPercent			1402	[+10%] 格闘威力補正	格闘攻撃の威力が10.0%増加する。	valuePercent=10				10	min	effectType=martialBonusPercent;value.valuePercent=10			auto
status	martialBonusPercent.martial	martialBonusPercent			1410	[+90%] 格闘威力補正	格闘攻撃の威力が90.0%増加する。	valuePercent=90				90	max	effectType=martialBonusPercent;value.valuePercent=90			auto
status	martialBonusMultiplier.martial	martialBonusMultiplier			1411	[×1.1] 格闘威力倍率	格闘攻撃の威力が1.1倍になる。	multiplier=1.1				0.1	min	effectType=martialBonusMultiplier;value.multiplier=1.1			auto
status	martialBonusMultiplier.martial	martialBonusMultiplier			1416	[×2.0] 格闘威力倍率	格闘攻撃の威力が2.0倍になる。	multiplier=2				1	max	effectType=martialBonusMultiplier;value.multiplier=2			auto
status	statMultiplier.physicalDefenseScore	statMultiplier	statType=physicalDefenseScore		1421	[×1.2] 防御力倍率	防御力が1.2倍になる。	multiplier=1.2				0.2	min	effectType=statMultiplier;param.statType=physicalDefenseScore;value.multiplier=1.2			auto
status	statMultiplier.physicalDefenseScore	statMultiplier	statType=physicalDefenseScore		1423	[×2.0] 防御力倍率	防御力が2.0倍になる。	multiplier=2				1	max	effectType=statMultiplier;param.statType=physicalDefenseScore;value.multiplier=2			auto
status	statMultiplier.evasionScore	statMultiplier	statType=evasionScore		1428	[×1.2] 回避能力倍率	回避能力が1.2倍になる。	multiplier=1.2				0.2	min	effectType=statMultiplier;param.statType=evasionScore;value.multiplier=1.2			auto
status	statMultiplier.evasionScore	statMultiplier	statType=evasionScore		1430	[×2.0] 回避能力倍率	回避能力が2.0倍になる。	multiplier=2				1	max	effectType=statMultiplier;param.statType=evasionScore;value.multiplier=2			auto
status	statMultiplier.magicalDefenseScore	statMultiplier	statType=magicalDefenseScore		1435	[×1.2] 魔法防御力倍率	魔法防御力が1.2倍になる。	multiplier=1.2				0.2	min	effectType=statMultiplier;param.statType=magicalDefenseScore;value.multiplier=1.2			auto
status	statMultiplier.magicalDefenseScore	statMultiplier	statType=magicalDefenseScore		1437	[×2.0] 魔法防御力倍率	魔法防御力が2.0倍になる。	multiplier=2				1	max	effectType=statMultiplier;param.statType=magicalDefenseScore;value.multiplier=2			auto
status	statMultiplier.trapRemovalScore	statMultiplier	statType=trapRemovalScore		1442	[×1.2] 罠解除能力倍率	罠解除能力が1.2倍になる。	multiplier=1.2				0.2	min	effectType=statMultiplier;param.statType=trapRemovalScore;value.multiplier=1.2			auto
status	statMultiplier.trapRemovalScore	statMultiplier	statType=trapRemovalScore		1444	[×2.0] 罠解除能力倍率	罠解除能力が2.0倍になる。	multiplier=2				1	max	effectType=statMultiplier;param.statType=trapRemovalScore;value.multiplier=2			auto
status	itemStatMultiplier.maxHP	itemStatMultiplier	statType=maxHP		1445	[1/2] アイテム最大HP	アイテムから得られる最大HPが0.5倍になる。	multiplier=0.5				0.5	min	effectType=itemStatMultiplier;param.statType=maxHP;value.multiplier=0.5			auto
status	itemStatMultiplier.maxHP	itemStatMultiplier	statType=maxHP		1446	[2倍] アイテム最大HP	アイテムから得られる最大HPが2.0倍になる。	multiplier=2				1	max	effectType=itemStatMultiplier;param.statType=maxHP;value.multiplier=2			auto
status	itemStatMultiplier.physicalAttackScore	itemStatMultiplier	statType=physicalAttackScore		1447	[1/2] アイテム攻撃力	アイテムから得られる攻撃力が0.5倍になる。	multiplier=0.5				0.5	min	effectType=itemStatMultiplier;param.statType=physicalAttackScore;value.multiplier=0.5			auto
status	itemStatMultiplier.physicalAttackScore	itemStatMultiplier	statType=physicalAttackScore		1448	[2倍] アイテム攻撃力	アイテムから得られる攻撃力が2.0倍になる。	multiplier=2				1	max	effectType=itemStatMultiplier;param.statType=physicalAttackScore;value.multiplier=2			auto
status	itemStatMultiplier.hitScore	itemStatMultiplier	statType=hitScore		1449	[1/2] アイテム命中精度	アイテムから得られる命中精度が0.5倍になる。	multiplier=0.5				0.5	min	effectType=itemStatMultiplier;param.statType=hitScore;value.multiplier=0.5			auto
status	itemStatMultiplier.hitScore	itemStatMultiplier	statType=hitScore		1450	[2倍] アイテム命中精度	アイテムから得られる命中精度が2.0倍になる。	multiplier=2				1	max	effectType=itemStatMultiplier;param.statType=hitScore;value.multiplier=2			auto
status	itemStatMultiplier.criticalChancePercent	itemStatMultiplier	statType=criticalChancePercent		1451	[1/2] アイテム必殺率	アイテムから得られる必殺率が0.5倍になる。	multiplier=0.5				0.5	min	effectType=itemStatMultiplier;param.statType=criticalChancePercent;value.multiplier=0.5			auto
status	itemStatMultiplier.criticalChancePercent	itemStatMultiplier	statType=criticalChancePercent		1452	[2倍] アイテム必殺率	アイテムから得られる必殺率が2.0倍になる。	multiplier=2				1	max	effectType=itemStatMultiplier;param.statType=criticalChancePercent;value.multiplier=2			auto
status	itemStatMultiplier.physicalDefenseScore	itemStatMultiplier	statType=physicalDefenseScore		1453	[1/2] アイテム防御力	アイテムから得られる防御力が0.5倍になる。	multiplier=0.5				0.5	min	effectType=itemStatMultiplier;param.statType=physicalDefenseScore;value.multiplier=0.5			auto
status	itemStatMultiplier.physicalDefenseScore	itemStatMultiplier	statType=physicalDefenseScore		1454	[2倍] アイテム防御力	アイテムから得られる防御力が2.0倍になる。	multiplier=2				1	max	effectType=itemStatMultiplier;param.statType=physicalDefenseScore;value.multiplier=2			auto
status	itemStatMultiplier.evasionScore	itemStatMultiplier	statType=evasionScore		1455	[1/2] アイテム回避率	アイテムから得られる回避能力が0.5倍になる。	multiplier=0.5				0.5	min	effectType=itemStatMultiplier;param.statType=evasionScore;value.multiplier=0.5			auto
status	itemStatMultiplier.evasionScore	itemStatMultiplier	statType=evasionScore		1456	[2倍] アイテム回避率	アイテムから得られる回避能力が2.0倍になる。	multiplier=2				1	max	effectType=itemStatMultiplier;param.statType=evasionScore;value.multiplier=2			auto
status	itemStatMultiplier.magicalAttackScore	itemStatMultiplier	statType=magicalAttackScore		1457	[1/2] アイテム魔法攻撃力	アイテムから得られる魔法攻撃力が0.5倍になる。	multiplier=0.5				0.5	min	effectType=itemStatMultiplier;param.statType=magicalAttackScore;value.multiplier=0.5			auto
status	itemStatMultiplier.magicalAttackScore	itemStatMultiplier	statType=magicalAttackScore		1458	[2倍] アイテム魔法攻撃力	アイテムから得られる魔法攻撃力が2.0倍になる。	multiplier=2				1	max	effectType=itemStatMultiplier;param.statType=magicalAttackScore;value.multiplier=2			auto
status	itemStatMultiplier.magicalHealingScore	itemStatMultiplier	statType=magicalHealingScore		1459	[1/2] アイテム魔法回復量	アイテムから得られる魔法回復量が0.5倍になる。	multiplier=0.5				0.5	min	effectType=itemStatMultiplier;param.statType=magicalHealingScore;value.multiplier=0.5			auto
status	itemStatMultiplier.magicalHealingScore	itemStatMultiplier	statType=magicalHealingScore		1460	[2倍] アイテム魔法回復量	アイテムから得られる魔法回復量が2.0倍になる。	multiplier=2				1	max	effectType=itemStatMultiplier;param.statType=magicalHealingScore;value.multiplier=2			auto
status	itemStatMultiplier.magicalDefenseScore	itemStatMultiplier	statType=magicalDefenseScore		1461	[1/2] アイテム魔法防御力	アイテムから得られる魔法防御力が0.5倍になる。	multiplier=0.5				0.5	min	effectType=itemStatMultiplier;param.statType=magicalDefenseScore;value.multiplier=0.5			auto
status	itemStatMultiplier.magicalDefenseScore	itemStatMultiplier	statType=magicalDefenseScore		1462	[2倍] アイテム魔法防御力	アイテムから得られる魔法防御力が2.0倍になる。	multiplier=2				1	max	effectType=itemStatMultiplier;param.statType=magicalDefenseScore;value.multiplier=2			auto
status	itemStatMultiplier.trapRemovalScore	itemStatMultiplier	statType=trapRemovalScore		1463	[1/2] アイテム罠解除	アイテムから得られる罠解除が0.5倍になる。	multiplier=0.5				0.5	min	effectType=itemStatMultiplier;param.statType=trapRemovalScore;value.multiplier=0.5			auto
status	itemStatMultiplier.trapRemovalScore	itemStatMultiplier	statType=trapRemovalScore		1464	[2倍] アイテム罠解除	アイテムから得られる罠解除が2.0倍になる。	multiplier=2				1	max	effectType=itemStatMultiplier;param.statType=trapRemovalScore;value.multiplier=2			auto
reaction	reaction.counter.allyDefeated	reaction	action=counterAttack;damageType=physical;target=killer;trigger=allyDefeated		1465	[反撃] 仲間撃破時反撃	味方が倒された時、倒した敵へ必ず物理反撃をする。攻撃回数は通常の30%、必殺率は通常の50%。	accuracyMultiplier=1;attackCountMultiplier=0.3;baseChancePercent=100;criticalChancePercentMultiplier=0.5				100	min	effectType=reaction;param.action=counterAttack;param.damageType=physical;param.target=killer;param.trigger=allyDefeated;value.accuracyMultiplier=1;value.attackCountMultiplier=0.3;value.criticalChancePercentMultiplier=0.5;value.chancePercent=100		reaction-default	standard
reaction	reaction.counter.selfDamagedPhysical	reaction	action=counterAttack;damageType=physical;target=attacker;trigger=selfDamagedPhysical		1466	[反撃] 被弾時反撃	物理攻撃を受けた時、攻撃してきた敵へ必ず物理反撃をする。攻撃回数は通常の30%、必殺率は通常の50%。	accuracyMultiplier=1;attackCountMultiplier=0.3;baseChancePercent=100;criticalChancePercentMultiplier=0.5				100	min	effectType=reaction;param.action=counterAttack;param.damageType=physical;param.target=attacker;param.trigger=selfDamagedPhysical;value.accuracyMultiplier=1;value.attackCountMultiplier=0.3;value.criticalChancePercentMultiplier=0.5;value.chancePercent=100		reaction-default	standard
reaction	reaction.counter.selfDamagedPhysical	reaction	action=counterAttack;damageType=physical;target=attacker;trigger=selfDamagedPhysical		1467	[反撃] 被弾時反撃（上級）	物理攻撃を受けた時、攻撃してきた敵へ必ず物理反撃をする。攻撃回数は通常の40%、必殺率は通常の70%。	accuracyMultiplier=1;attackCountMultiplier=0.4;baseChancePercent=100;criticalChancePercentMultiplier=0.7				100	max	effectType=reaction;param.action=counterAttack;param.damageType=physical;param.target=attacker;param.trigger=selfDamagedPhysical;value.accuracyMultiplier=1;value.attackCountMultiplier=0.4;value.criticalChancePercentMultiplier=0.7;value.chancePercent=100		reaction-default	standard
reaction	reaction.counter.selfDamagedMagical	reaction	action=counterAttack;damageType=physical;target=attacker;trigger=selfDamagedMagical		1468	[反撃] 魔法被弾時反撃	魔法攻撃を受けた時、攻撃してきた敵へ必ず物理反撃をする。攻撃回数は通常の30%、必殺率は通常の50%。	accuracyMultiplier=1;attackCountMultiplier=0.3;baseChancePercent=100;criticalChancePercentMultiplier=0.5				100	min	effectType=reaction;param.action=counterAttack;param.damageType=physical;param.target=attacker;param.trigger=selfDamagedMagical;value.accuracyMultiplier=1;value.attackCountMultiplier=0.3;value.criticalChancePercentMultiplier=0.5;value.chancePercent=100		reaction-default	standard
reaction	reaction.counter.allyDamagedPhysical	reaction	action=counterAttack;damageType=physical;requiresAllyBehind=true;target=attacker;trigger=allyDamagedPhysical		1469	[反撃] 後列護衛反撃	後列の味方が物理攻撃を受けた時、攻撃してきた敵へ必ず物理反撃をする。攻撃回数は通常の30%、必殺率は通常の50%。	accuracyMultiplier=1;attackCountMultiplier=0.3;baseChancePercent=100;criticalChancePercentMultiplier=0.5				100	min	effectType=reaction;param.action=counterAttack;param.damageType=physical;param.requiresAllyBehind=true;param.target=attacker;param.trigger=allyDamagedPhysical;value.accuracyMultiplier=1;value.attackCountMultiplier=0.3;value.criticalChancePercentMultiplier=0.5;value.chancePercent=100		reaction-default	standard
reaction	reaction.counter.selfEvadePhysical	reaction	action=counterAttack;damageType=physical;target=attacker;trigger=selfEvadePhysical		1470	[反撃] 回避時反撃	物理攻撃を回避した時、攻撃してきた敵へ必ず物理反撃をする。攻撃回数は通常の30%、必殺率は通常の50%。	accuracyMultiplier=1;attackCountMultiplier=0.3;baseChancePercent=100;criticalChancePercentMultiplier=0.5				100	min	effectType=reaction;param.action=counterAttack;param.damageType=physical;param.target=attacker;param.trigger=selfEvadePhysical;value.accuracyMultiplier=1;value.attackCountMultiplier=0.3;value.criticalChancePercentMultiplier=0.5;value.chancePercent=100		reaction-default	standard
reaction	reaction.counter.selfEvadePhysical	reaction	action=counterAttack;damageType=physical;target=attacker;trigger=selfEvadePhysical		1471	[反撃] 格闘回避時反撃	物理攻撃を回避した時、攻撃してきた敵へ必ず物理反撃をする。				reaction{action=counterAttack;damageType=physical;requiresMartial=true;target=attacker;trigger=selfEvadePhysical} value{accuracyMultiplier=1;attackCountMultiplier=0.3;chancePercent=100;criticalChancePercentMultiplier=0.5}	100	max	effectType=reaction;param.action=counterAttack;param.damageType=physical;param.target=attacker;param.trigger=selfEvadePhysical;param.requiresMartial=true;value.accuracyMultiplier=1;value.attackCountMultiplier=0.3;value.criticalChancePercentMultiplier=0.5;value.chancePercent=100		reaction-default	standard
resurrection	resurrection.undeath	resurrectionPassive			1472	[不死] アンデッド蘇生	階層移動時に自動で蘇生する。	type=betweenFloors					idMin	effectType=resurrectionPassive;param.type=betweenFloors		resurrection-default	standard
resurrection	resurrection.forced	resurrectionBuff			1473	[戦術] 強制蘇生	戦闘不能になった時、1回だけ蘇生する。	guaranteed=1;maxTriggers=1				1	min	effectType=resurrectionBuff;value.guaranteed=1;value.maxTriggers=1		resurrection-default	standard
resurrection	resurrection.active	resurrectionActive			1474	[不死Lv50] 即時蘇生	戦闘不能になった時、50%の確率で蘇生する。蘇生時のHP回復量は魔法回復力に依存する。	chancePercent=50;hpScale=magicalHealingScore				50	min	effectType=resurrectionActive;value.chancePercent=50;param.hpScale=magicalHealingScore		resurrection-default	standard
resurrection	resurrection.active	resurrectionActive			1475	[不死Lv50] 即時蘇生100%	戦闘不能になった時に蘇生する。蘇生時のHP回復量は魔法回復力に依存する。	chancePercent=100;hpScale=magicalHealingScore				100	max	effectType=resurrectionActive;value.chancePercent=100;param.hpScale=magicalHealingScore		resurrection-default	standard
resurrection	resurrection.vitalized	resurrectionVitalize			1476	[戦術] 活性蘇生	蘇生時に状態異常を解除し、スキルを思い出した状態で復活する。	grantSkillIds=[];rememberSkills=1;removePenalties=1;removeSkillIds=[]				1	min	effectType=resurrectionVitalize;value.rememberSkills=1;value.removePenalties=1		resurrection-default	standard
resurrection	resurrection.necromancer	resurrectionSummon			1477	[戦術] ネクロマンサー	3ターンごとに戦闘不能の味方を1人蘇生する。	everyTurns=3;targetStatus=resurrection.active				3	min	effectType=resurrectionSummon;value.everyTurns=3;param.targetStatus=resurrection.active		resurrection-default	standard
resurrection	resurrection.instant	resurrectionActive			1478	[戦術] 瞬間蘇生	戦闘不能になった瞬間に1回だけ蘇生する。	chancePercent=100;instant=1;maxTriggers=1				100	min	effectType=resurrectionActive;value.chancePercent=100;value.instant=1;value.maxTriggers=1		resurrection-default	standard
resurrection	resurrection.save	resurrectionSave			1479	[救出] 僧侶系	味方が戦闘不能になった時、僧侶魔法で救出する。	minLevel=1;usesPriestMagic=1				1	min	effectType=resurrectionSave;value.minLevel=1;value.usesPriestMagic=1		resurrection-default	standard
combat	statusResistanceMultiplier.sleep	statusResistanceMultiplier	status=0		1482	[×1/2] 眠り耐性倍率	睡眠耐性が0.5倍になる。	multiplier=0.5				0.5	min	effectType=statusResistanceMultiplier;param.status=0;value.multiplier=0.5	0		auto
combat	statusResistanceMultiplier.sleep	statusResistanceMultiplier	status=0		1483	[×2] 眠り耐性倍率	睡眠耐性が2.0倍になる。	multiplier=2				1	max	effectType=statusResistanceMultiplier;param.status=0;value.multiplier=2	0		auto
combat	statusResistanceMultiplier.petrify	statusResistanceMultiplier	status=2		1486	[×1/2] 石化耐性倍率	石化耐性が0.5倍になる。	multiplier=0.5				0.5	min	effectType=statusResistanceMultiplier;param.status=2;value.multiplier=0.5	2		auto
combat	statusResistanceMultiplier.petrify	statusResistanceMultiplier	status=2		1487	[×2] 石化耐性倍率	石化耐性が2.0倍になる。	multiplier=2				1	max	effectType=statusResistanceMultiplier;param.status=2;value.multiplier=2	2		auto
combat	statusResistanceMultiplier.confusion	statusResistanceMultiplier	status=1		1489	[×1/2] 混乱耐性倍率	混乱耐性が0.5倍になる。	multiplier=0.5				0.5	min	effectType=statusResistanceMultiplier;param.status=1;value.multiplier=0.5	1		auto
combat	statusResistanceMultiplier.confusion	statusResistanceMultiplier	status=1		1490	[×2] 混乱耐性倍率	混乱耐性が2.0倍になる。	multiplier=2				1	max	effectType=statusResistanceMultiplier;param.status=1;value.multiplier=2	1		auto
combat	statusResistancePercent.confusion	statusResistancePercent	status=1		1492	[-15%] 混乱耐性%補正	混乱耐性が15%低下する。	valuePercent=-15				15	min	effectType=statusResistancePercent;param.status=1;value.valuePercent=-15	1		auto
combat	statusResistancePercent.confusion	statusResistancePercent	status=1		1494	[+25%] 混乱耐性%補正	混乱耐性が25%上昇する。	valuePercent=25				25	max	effectType=statusResistancePercent;param.status=1;value.valuePercent=25	1		auto
combat	statusResistanceMultiplier.instantDeath	statusResistanceMultiplier	status=3		1495	[×0] 即死耐性倍率	即死耐性が無効化される（かかりやすくなる）。	multiplier=0				1	min	effectType=statusResistanceMultiplier;param.status=3;value.multiplier=0	3		auto
race	race.human.expBonus	rewardExperiencePercent			64001	[種族:人間Lv50] 経験値+25%	獲得経験値が25%増加する。	valuePercent=25				25	min	effectType=rewardExperiencePercent;value.valuePercent=25			auto
race	race.human.levelDamageTaken	levelComparisonDamageTaken			64002	[種族:人間Lv99] 低Lv敵から被ダメ-15%	自分よりレベルが低い敵から受けるダメージが15%減少する。	valuePercent=-15				15	min	effectType=levelComparisonDamageTaken;value.valuePercent=-15			auto
race	race.human.turnBuff	timedBuffTrigger	buffType=accuracy;trigger=turnElapsed		64003	[種族:人間Lv150] ターン経過で命中/回避+2%/ターン	毎ターン終了時に命中が2%と回避が2%ずつ上昇する。効果は戦闘終了まで累積する。	evasionScoreAdditivePerTurn=2;hitScoreAdditivePerTurn=2				2	min	effectType=timedBuffTrigger;param.trigger=turnElapsed;value.evasionScoreAdditivePerTurn=2;value.hitScoreAdditivePerTurn=2			auto
race	race.human.procBoost	procMultiplier			64004	[種族:人間Lv200] 特殊行動発動率+20%	特殊効果の発動率が1.2倍になる。	multiplier=1.2				0.2	min	effectType=procMultiplier;value.multiplier=1.2			auto
race	race.pygmychum.breathEvade	damageTakenPercent	damageType=breath		64011	[種族:ピグミーチャムLv50] ブレス回避+20%	ブレス攻撃で受けるダメージが20%減少する。	valuePercent=-20				20	min	effectType=damageTakenPercent;param.damageType=breath;value.valuePercent=-20			auto
race	race.pygmychum.critDamage	criticalDamagePercent			64012	[種族:ピグミーチャムLv50] 必殺威力+15%	必殺ダメージが15%増加する。	valuePercent=15				15	min	effectType=criticalDamagePercent;value.valuePercent=15			auto
race	race.pygmychum.extraAction	extraAction	scalingStat=spirit;trigger=turnStart		64013	[種族:ピグミーチャムLv99] 精神依存で味方行動+1	精神1につき0.5%の確率で味方1人の行動回数が1回増加する。	count=1;target=ally		scalingStat=spirit;baseChancePercent=0.5		1	min	effectType=extraAction;param.target=ally;param.scalingStat=spirit;value.count=1;value.baseChancePercent=0.5		statScale	standard
race	race.gnome.magicPower	damageDealtPercent	damageType=magical		64021	[種族:ノームLv50] 精神依存で魔法威力増	精神1につき0.5%、魔法攻撃で与えるダメージが増加する。			percent=0.5;stat=spirit		0.5	min	effectType=damageDealtPercent;param.damageType=magical;statScale.stat=spirit;statScale.percent=0.5		statScale	standard
race	race.gnome.spellRecovery	spellChargeRecoveryChance	scalingStat=spirit		64022	[種族:ノームLv99] 精神依存で魔法の使用回数回復	精神1につき0.3%の確率で使用した魔法の使用回数が回復する。			scalingStat=spirit;baseChancePercent=0.3		0.3	min	effectType=spellChargeRecoveryChance;param.scalingStat=spirit;value.baseChancePercent=0.3		statScale	standard
race	race.dwarf.counterAttack	reaction	action=physicalCounter;damageType=physical;trigger=selfDamagedPhysical		64031	[種族:ドワーフLv50] 被攻撃時10%で反撃	物理攻撃を受けた時、10%の確率で物理反撃をする。	chancePercent=10				10	min	effectType=reaction;param.action=physicalCounter;param.damageType=physical;param.trigger=selfDamagedPhysical;value.chancePercent=10		reaction-default	standard
race	race.dwarf.enemyDebuff	enemyActionDebuffChance	scalingStat=agility		64032	[種族:ドワーフLv99] 敏捷依存で敵行動-1	敏捷1につき0.5%の確率で敵の行動回数を1回減少させる。	reduction=1		scalingStat=agility;baseChancePercent=0.5		1	min	effectType=enemyActionDebuffChance;param.scalingStat=agility;value.reduction=1;value.baseChancePercent=0.5		statScale	standard
race	race.darkelf.killReaction	reaction	action=extraAttack;damageType=physical;scalingStat=agility;trigger=selfKilledEnemy		64041	[種族:ダークエルフLv50] 敵撃破時、敏捷依存で再攻撃	敵を倒した時、敏捷1につき0.5%の確率で再攻撃をする。			scalingStat=agility;baseChancePercent=0.5		0.5	min	effectType=reaction;param.action=extraAttack;param.damageType=physical;param.trigger=selfKilledEnemy;param.scalingStat=agility;value.baseChancePercent=0.5		reaction-default	standard
race	race.darkelf.allyMagicReaction	reaction	action=physicalPursuit;damageType=physical;scalingStat=wisdom;trigger=allyMagicAttack		64042	[種族:ダークエルフLv99] 味方魔法後、知恵依存で追撃	味方が魔法攻撃をした時、知恵1につき0.5%の確率で物理追撃をする。			scalingStat=wisdom;baseChancePercent=0.5		0.5	min	effectType=reaction;param.action=physicalPursuit;param.damageType=physical;param.trigger=allyMagicAttack;param.scalingStat=wisdom;value.baseChancePercent=0.5		reaction-default	standard
race	race.vampire.magicCounter	reaction	action=physicalCounter;damageType=physical;trigger=selfDamagedMagical		64051	[種族:吸血鬼Lv50] 魔法被弾時10%で物理反撃	魔法攻撃を受けた時、10%の確率で物理反撃をする。	chancePercent=10				10	min	effectType=reaction;param.action=physicalCounter;param.damageType=physical;param.trigger=selfDamagedMagical;value.chancePercent=10		reaction-default	standard
race	race.vampire.openingBuff	timedBuffTrigger	buffType=damage;trigger=battleStart		64052	[種族:吸血鬼Lv99] 戦闘開始時、与ダメ+50%（1ターン）	戦闘開始時に与えるダメージが50%増加する。そのターンのみ有効。	damageDealtPercent=50;duration=1				50	min	effectType=timedBuffTrigger;value.damageDealtPercent=50;value.duration=1			auto
race	race.elf.magicHealReaction	reaction	action=partyHeal;trigger=selfMagicAttack		64061	[種族:エルフLv50] 魔法攻撃時10%で全体回復	魔法攻撃をした時、10%の確率で味方全員のHPを回復する。	chancePercent=10				10	min	effectType=reaction;param.action=partyHeal;param.trigger=selfMagicAttack;value.chancePercent=10		reaction-default	standard
race	race.elf.autoStatusCure	autoStatusCureOnAlly			64062	[種族:エルフLv99] 味方異常時、即座にキュア	味方が状態異常になった時、即座にキュアを唱える。						idMin	effectType=autoStatusCureOnAlly;trigger=allyStatusApplied;result.castCure=immediate;target=ally			auto
race	race.psychic.magicNullify	magicNullifyChancePercent	scalingStat=wisdom		64071	[種族:サイキックLv50] 知恵依存で魔法無効	知恵1につき0.8%の確率で魔法攻撃を無効化する。			scalingStat=wisdom;baseChancePercent=0.8		0.8	min	effectType=magicNullifyChancePercent;param.scalingStat=wisdom;value.baseChancePercent=0.8		statScale	standard
race	race.psychic.magicCrit	magicCriticalChancePercent	scalingStat=wisdom		64072	[種族:サイキックLv99] 知恵依存で魔法必殺率増	知恵1につき0.3%の確率で魔法攻撃が必殺になる。			scalingStat=wisdom;baseChancePercent=0.3		0.3	min	effectType=magicCriticalChancePercent;param.scalingStat=wisdom;value.baseChancePercent=0.3		statScale	standard
race	race.werecat.targeting	targetingWeight	preference=backRow		64081	[種族:ワーキャットLv50] 後列狙い優先	後列の敵を優先的に狙う（優先度2.0倍）。	weight=2				2	min	effectType=targetingWeight;value.weight=2		targetingWeight-default	standard
race	race.werecat.critCap	criticalChancePercentCap			64082	[種族:ワーキャットLv50] 必殺上限+3%	必殺率の上限が3%上昇する。	additive=3				3	min	effectType=criticalChancePercentCap;value.additive=3		label-implies-delta	standard
race	race.werecat.firstTurnHit	timedBuffTrigger	buffType=accuracy;trigger=battleStart		64083	[種族:ワーキャットLv99] 1ターン目命中+50%	戦闘開始時に命中が50%上昇する。そのターンのみ有効。	duration=1;hitScoreAdditive=50				50	min	effectType=timedBuffTrigger;value.duration=1;value.hitScoreAdditive=50			auto
race	race.dragonewt.breathCounter	reaction	action=breathCounter;damageType=breath;trigger=selfDamagedPhysical		64091	[種族:ドラゴニュートLv50] 被攻撃時10%でブレス反撃	物理攻撃を受けた時、10%の確率でブレス反撃をする。	chancePercent=10				10	min	effectType=reaction;param.action=breathCounter;param.damageType=breath;param.trigger=selfDamagedPhysical;value.chancePercent=10		reaction-default	standard
race	race.dragonewt.preemptiveBreath	specialAttack	mode=preemptive;scalingStat=vitality;type=breath		64092	[種族:ドラゴニュートLv99] 体力依存で先制ブレス	体力1につき0.5%の確率で先制ブレス攻撃をする。			scalingStat=vitality;baseChancePercent=0.5		0.5	min	effectType=specialAttack;param.mode=preemptive;param.type=breath;param.scalingStat=vitality;value.baseChancePercent=0.5		statScale	standard
race	race.amazoness.magicDamagedCounter	reaction	action=physicalCounter;damageType=physical;trigger=selfDamagedMagical		64101	[種族:アマゾネスLv50] 魔法被弾時10%で反撃	魔法攻撃を受けた時、10%の確率で物理反撃をする。	chancePercent=10				10	min	effectType=reaction;param.action=physicalCounter;param.damageType=physical;param.trigger=selfDamagedMagical;value.chancePercent=10		reaction-default	standard
race	race.amazoness.turnAttackCount	timedBuffTrigger	buffType=attackCount;trigger=turnElapsed		64102	[種族:アマゾネスLv99] ターン経過で攻撃回数+2%/ターン	毎ターン終了時に攻撃回数が2%ずつ上昇する。効果は戦闘終了まで累積する。	attackCountPercentPerTurn=2				2	min	effectType=timedBuffTrigger;param.trigger=turnElapsed;value.attackCountPercentPerTurn=2			auto
race	race.homunculus.healBonus	spellPowerPercent	school=priest		64111	[種族:魔造生物Lv50] 魔法回復量+20%	僧侶魔法の威力が20%増加する。	valuePercent=20				20	min	effectType=spellPowerPercent;value.valuePercent=20			auto
